Ensembl_gene	GeneID	Symbol	Alias	Type	Family
ENSG00000170802	3344	FOXN2	-	TF	Fork_head
ENSG00000171956	27023	FOXB1	-	TF	Fork_head
ENSG00000176165	2290	FOXG1	-	TF	Fork_head
ENSG00000176302	283150	FOXR1	-	TF	Fork_head
ENSG00000176678	2300	FOXL1	-	TF	Fork_head
ENSG00000176692	2303	FOXC2	-	TF	Fork_head
ENSG00000178919	2304	FOXE1	-	TF	Fork_head
ENSG00000179772	2307	FOXS1	-	TF	Fork_head
ENSG00000183770	668	FOXL2	-	TF	Fork_head
ENSG00000184481	4303	FOXO4	-	TF	Fork_head
ENSG00000184492	200350	FOXD4L1	-	TF	Fork_head
ENSG00000184659	349334	FOXD4L4	-	TF	Fork_head
ENSG00000186564	2306	FOXD2	-	TF	Fork_head
ENSG00000186766	399823	FOXI2	-	TF	Fork_head
ENSG00000186790	2301	FOXE3	-	TF	Fork_head
ENSG00000187140	27022	FOXD3	-	TF	Fork_head
ENSG00000187559	286380	FOXD4L3	-	TF	Fork_head
ENSG00000189299	139628	FOXR2	-	TF	Fork_head
ENSG00000198815	22887	FOXJ3	-	TF	Fork_head
ENSG00000204060	100132074	FOXO6	-	TF	Fork_head
ENSG00000204612	442425	FOXB2	-	TF	Fork_head
ENSG00000204779	653427	FOXD4L5	-	TF	Fork_head
ENSG00000204793	653404	FOXD4L6	-	TF	Fork_head
ENSG00000204828	100036519	FOXD4L2	-	TF	Fork_head
ENSG00000242802	9907	KIAA0415	-	TF	Fork_head
ENSG00000129514	3169	FOXA1	-	TF	Fork_head
ENSG00000049768	50943	FOXP3	-	TF	Fork_head
ENSG00000124827	9247	GCM2	-	TF	GCM
ENSG00000137270	8521	GCM1	-	TF	GCM
ENSG00000113580	2908	NR3C1	-	TF	GCR
ENSG00000006704	9569	GTF2IRD1	-	TF	GTF2I
ENSG00000077809	2969	GTF2I	-	TF	GTF2I
ENSG00000174428	389524	GTF2IRD2B	-	TF	GTF2I
ENSG00000187721	-	-	-	TF	GTF2I
ENSG00000196275	84163	GTF2IRD2	-	TF	GTF2I
ENSG00000005513	30812	SOX8	-	TF	HMG
ENSG00000039600	11063	SOX30	-	TF	HMG
ENSG00000064933	5378	PMS1	-	TF	HMG
ENSG00000079432	23152	CIC	-	TF	HMG
ENSG00000081059	6932	TCF7	-	TF	HMG
ENSG00000092203	9878	TOX4	-	TF	HMG
ENSG00000100146	6663	SOX10	-	TF	HMG
ENSG00000100281	10042	HMGXB4	-	TF	HMG
ENSG00000105856	26959	HBP1	-	TF	HMG
ENSG00000108064	7019	TFAM	-	TF	HMG
ENSG00000108312	7343	UBTF	-	TF	HMG
ENSG00000109685	7468	WHSC1	-	TF	HMG
ENSG00000110693	55553	SOX6	-	TF	HMG
ENSG00000113716	22993	HMGXB3	-	TF	HMG
ENSG00000114439	56987	BBX	-	TF	HMG
ENSG00000124191	84969	TOX2	-	TF	HMG
ENSG00000124766	6659	SOX4	-	TF	HMG
ENSG00000125285	11166	SOX21	-	TF	HMG
ENSG00000125398	6662	SOX9	-	TF	HMG
ENSG00000129194	6665	SOX15	-	TF	HMG
ENSG00000134532	6660	SOX5	-	TF	HMG
ENSG00000134595	6658	SOX3	-	TF	HMG
ENSG00000138795	51176	LEF1	-	TF	HMG
ENSG00000140382	10363	HMG20A	-	TF	HMG
ENSG00000143842	9580	SOX13	-	TF	HMG
ENSG00000148737	6934	TCF7L2	-	TF	HMG
ENSG00000149136	6749	SSRP1	-	TF	HMG
ENSG00000152284	83439	TCF7L1	-	TF	HMG
ENSG00000164736	64321	SOX17	-	TF	HMG
ENSG00000168875	8403	SOX14	-	TF	HMG
ENSG00000171056	54984	PINX1	-	TF	HMG
ENSG00000171056	83595	SOX7	-	TF	HMG
ENSG00000176256	-	-	-	TF	HMG
ENSG00000176887	6664	SOX11	-	TF	HMG
ENSG00000177732	6666	SOX12	-	TF	HMG
ENSG00000181449	6657	SOX2	-	TF	HMG
ENSG00000182968	6656	SOX1	-	TF	HMG
ENSG00000184895	6736	SRY	-	TF	HMG
ENSG00000203883	54345	SOX18	-	TF	HMG
ENSG00000213472	-	-	-	TF	HMG
ENSG00000229361	642623	UBTFL1	-	TF	HMG
ENSG00000234376	120126	UBTFL2	-	TF	HMG
ENSG00000254093	-	-	-	TF	HMG
ENSG00000198846	9760	TOX	-	TF	HMG
ENSG00000189403	3146	HMGB1	-	TF	HMG
ENSG00000164104	3148	HMGB2	-	TF	HMG
ENSG00000163939	55193	PBRM1	-	TF	HMG
ENSG00000103460	27324	TOX3	-	TF	HMG
ENSG00000073584	6605	SMARCE1	-	TF	HMG
ENSG00000064961	10362	HMG20B	-	TF	HMG
ENSG00000029993	3149	HMGB3	-	TF	HMG
ENSG00000149948	8091	HMGA2	-	TF	HMGI/HMGY
ENSG00000137309	3159	HMGA1	-	TF	HMGI/HMGY
ENSG00000004848	170302	ARX	-	TF	Homeobox
ENSG00000005073	3207	HOXA11	-	TF	Homeobox
ENSG00000005102	4222	MEOX1	-	TF	Homeobox
ENSG00000006377	1750	DLX6	-	TF	Homeobox
ENSG00000016082	3670	ISL1	-	TF	Homeobox
ENSG00000037965	3224	HOXC8	-	TF	Homeobox
ENSG00000043039	8538	BARX2	-	TF	Homeobox
ENSG00000052850	60529	ALX4	-	TF	Homeobox
ENSG00000063515	2928	GSC2	-	TF	Homeobox
ENSG00000064195	1747	DLX3	-	TF	Homeobox
ENSG00000069011	5307	PITX1	-	TF	Homeobox
ENSG00000078399	3205	HOXA9	-	TF	Homeobox
ENSG00000078399	3206	HOXA10	-	TF	Homeobox
ENSG00000089116	64211	LHX5	-	TF	Homeobox
ENSG00000090661	79603	LASS4	-	TF	Homeobox
ENSG00000091656	79776	ZFHX4	-	TF	Homeobox
ENSG00000100625	51804	SIX4	-	TF	Homeobox
ENSG00000100987	30813	VSX1	-	TF	Homeobox
ENSG00000101126	23394	ADNP	-	TF	Homeobox
ENSG00000101883	158800	RHOXF1	-	TF	Homeobox
ENSG00000105419	56917	MEIS3	-	TF	Homeobox
ENSG00000105717	80714	PBX4	-	TF	Homeobox
ENSG00000105880	1749	DLX5	-	TF	Homeobox
ENSG00000105991	3198	HOXA1	-	TF	Homeobox
ENSG00000105996	3199	HOXA2	-	TF	Homeobox
ENSG00000105997	3200	HOXA3	-	TF	Homeobox
ENSG00000106004	3202	HOXA5	-	TF	Homeobox
ENSG00000106006	3203	HOXA6	-	TF	Homeobox
ENSG00000106031	3209	HOXA13	-	TF	Homeobox
ENSG00000106038	2128	EVX1	-	TF	Homeobox
ENSG00000106410	135935	NOBOX	-	TF	Homeobox
ENSG00000106511	4223	MEOX2	-	TF	Homeobox
ENSG00000106689	9355	LHX2	-	TF	Homeobox
ENSG00000106852	26468	LHX6	-	TF	Homeobox
ENSG00000107187	8022	LHX3	-	TF	Homeobox
ENSG00000107807	3195	TLX1	-	TF	Homeobox
ENSG00000107859	5309	PITX3	-	TF	Homeobox
ENSG00000108511	3216	HOXB6	-	TF	Homeobox
ENSG00000108753	6928	HNF1B	-	TF	Homeobox
ENSG00000108813	1748	DLX4	-	TF	Homeobox
ENSG00000109072	645832	SEBOX	-	TF	Homeobox
ENSG00000109072	7448	VTN	-	TF	Homeobox
ENSG00000109132	8929	PHOX2B	-	TF	Homeobox
ENSG00000109705	579	NKX3-2	-	TF	Homeobox
ENSG00000109851	120237	DBX1	-	TF	Homeobox
ENSG00000111704	79923	NANOG	-	TF	Homeobox
ENSG00000113430	50805	IRX4	-	TF	Homeobox
ENSG00000113722	1044	CDX1	-	TF	Homeobox
ENSG00000115297	3196	TLX2	-	TF	Homeobox
ENSG00000115844	1746	DLX2	-	TF	Homeobox
ENSG00000116035	25806	VAX2	-	TF	Homeobox
ENSG00000116132	5396	PRRX1	-	TF	Homeobox
ENSG00000118707	60436	TGIF2	-	TF	Homeobox
ENSG00000119614	338917	VSX2	-	TF	Homeobox
ENSG00000119919	159296	NKX2-3	-	TF	Homeobox
ENSG00000120068	3218	HOXB8	-	TF	Homeobox
ENSG00000120075	3215	HOXB5	-	TF	Homeobox
ENSG00000120087	3217	HOXB7	-	TF	Homeobox
ENSG00000120093	3213	HOXB3	-	TF	Homeobox
ENSG00000120094	3211	HOXB1	-	TF	Homeobox
ENSG00000120149	4488	MSX2	-	TF	Homeobox
ENSG00000121454	89884	LHX4	-	TF	Homeobox
ENSG00000122592	3204	HOXA7	-	TF	Homeobox
ENSG00000123364	3229	HOXC13	-	TF	Homeobox
ENSG00000123388	3227	HOXC11	-	TF	Homeobox
ENSG00000123407	3228	HOXC12	-	TF	Homeobox
ENSG00000123576	80712	ESX1	-	TF	Homeobox
ENSG00000125492	56751	BARHL1	-	TF	Homeobox
ENSG00000125816	644524	NKX2-4	-	TF	Homeobox
ENSG00000125820	4821	NKX2-2	-	TF	Homeobox
ENSG00000126778	6495	SIX1	-	TF	Homeobox
ENSG00000128645	3231	HOXD1	-	TF	Homeobox
ENSG00000128652	3232	HOXD3	-	TF	Homeobox
ENSG00000128709	3235	HOXD9	-	TF	Homeobox
ENSG00000128710	3236	HOXD10	-	TF	Homeobox
ENSG00000128713	3237	HOXD11	-	TF	Homeobox
ENSG00000128714	3239	HOXD13	-	TF	Homeobox
ENSG00000130675	3110	MNX1	-	TF	Homeobox
ENSG00000131264	1046	CDX4	-	TF	Homeobox
ENSG00000131668	56033	BARX1	-	TF	Homeobox
ENSG00000131721	84528	RHOXF2	-	TF	Homeobox
ENSG00000132130	3975	LHX1	-	TF	Homeobox
ENSG00000133937	145258	GSC	-	TF	Homeobox
ENSG00000134138	4212	MEIS2	-	TF	Homeobox
ENSG00000134438	30062	RAX	-	TF	Homeobox
ENSG00000135638	2016	EMX1	-	TF	Homeobox
ENSG00000136327	26257	NKX2-8	-	TF	Homeobox
ENSG00000136352	7080	NKX2-1	-	TF	Homeobox
ENSG00000136367	-	-	-	TF	Homeobox
ENSG00000136630	3142	HLX	-	TF	Homeobox
ENSG00000136944	4010	LMX1B	-	TF	Homeobox
ENSG00000138083	6496	SIX3	-	TF	Homeobox
ENSG00000138136	10660	LBX1	-	TF	Homeobox
ENSG00000139515	3651	PDX1	-	TF	Homeobox
ENSG00000139624	91012	LASS5	-	TF	Homeobox
ENSG00000140836	463	ZFHX3	-	TF	Homeobox
ENSG00000143032	343472	BARHL2	-	TF	Homeobox
ENSG00000143355	56956	LHX9	-	TF	Homeobox
ENSG00000143418	29956	LASS2	-	TF	Homeobox
ENSG00000143995	4211	MEIS1	-	TF	Homeobox
ENSG00000144355	1745	DLX1	-	TF	Homeobox
ENSG00000147421	79618	HMBOX1	-	TF	Homeobox
ENSG00000148516	6935	ZEB1	-	TF	Homeobox
ENSG00000148704	11023	VAX1	-	TF	Homeobox
ENSG00000148826	84504	NKX6-2	-	TF	Homeobox
ENSG00000151650	27287	VENTX	-	TF	Homeobox
ENSG00000152804	3087	HHEX	-	TF	Homeobox
ENSG00000153779	90316	TGIF2LX	-	TF	Homeobox
ENSG00000154227	204219	LASS3	-	TF	Homeobox
ENSG00000156150	257	ALX3	-	TF	Homeobox
ENSG00000159184	10481	HOXB13	-	TF	Homeobox
ENSG00000159387	79190	IRX6	-	TF	Homeobox
ENSG00000159556	64843	ISL2	-	TF	Homeobox
ENSG00000160199	5316	PKNOX1	-	TF	Homeobox
ENSG00000162624	431707	LHX8	-	TF	Homeobox
ENSG00000162761	4009	LMX1A	-	TF	Homeobox
ENSG00000163064	2019	EN1	-	TF	Homeobox
ENSG00000163132	4487	MSX1	-	TF	Homeobox
ENSG00000163623	4825	NKX6-1	-	TF	Homeobox
ENSG00000163666	8820	HESX1	-	TF	Homeobox
ENSG00000164093	5308	PITX2	-	TF	Homeobox
ENSG00000164438	30012	TLX3	-	TF	Homeobox
ENSG00000164778	2020	EN2	-	TF	Homeobox
ENSG00000164853	340260	UNCX	-	TF	Homeobox
ENSG00000164900	2636	GBX1	-	TF	Homeobox
ENSG00000165066	157848	NKX6-3	-	TF	Homeobox
ENSG00000165156	11244	ZHX1	-	TF	Homeobox
ENSG00000165259	139324	HDX	-	TF	Homeobox
ENSG00000165462	401	PHOX2A	-	TF	Homeobox
ENSG00000165495	63876	PKNOX2	-	TF	Homeobox
ENSG00000165556	1045	CDX2	-	TF	Homeobox
ENSG00000165606	644168	DRGX	-	TF	Homeobox
ENSG00000167034	4824	NKX3-1	-	TF	Homeobox
ENSG00000167081	5090	PBX3	-	TF	Homeobox
ENSG00000167157	51450	PRRX2	-	TF	Homeobox
ENSG00000168505	2637	GBX2	-	TF	Homeobox
ENSG00000168779	6474	SHOX2	-	TF	Homeobox
ENSG00000169840	219409	GSX1	-	TF	Homeobox
ENSG00000170166	3233	HOXD4	-	TF	Homeobox
ENSG00000170178	3238	HOXD12	-	TF	Homeobox
ENSG00000170370	2018	EMX2	-	TF	Homeobox
ENSG00000170549	79192	IRX1	-	TF	Homeobox
ENSG00000170561	153572	IRX2	-	TF	Homeobox
ENSG00000170577	10736	SIX2	-	TF	Homeobox
ENSG00000170689	3219	HOXB9	-	TF	Homeobox
ENSG00000171476	84525	HOPX	-	TF	Homeobox
ENSG00000171540	23440	OTP	-	TF	Homeobox
ENSG00000172292	253782	LASS6	-	TF	Homeobox
ENSG00000172789	3222	HOXC5	-	TF	Homeobox
ENSG00000173917	3212	HOXB2	-	TF	Homeobox
ENSG00000173976	84839	RAX2	-	TF	Homeobox
ENSG00000174279	344191	EVX2	-	TF	Homeobox
ENSG00000174306	23051	ZHX3	-	TF	Homeobox
ENSG00000175325	5626	PROP1	-	TF	Homeobox
ENSG00000175329	91464	ISX	-	TF	Homeobox
ENSG00000175879	3234	HOXD8	-	TF	Homeobox
ENSG00000176654	-	-	-	TF	Homeobox
ENSG00000176679	90655	TGIF2LY	-	TF	Homeobox
ENSG00000176842	10265	IRX5	-	TF	Homeobox
ENSG00000177045	147912	SIX5	-	TF	Homeobox
ENSG00000177426	7050	TGIF1	-	TF	Homeobox
ENSG00000177508	79191	IRX3	-	TF	Homeobox
ENSG00000178764	22882	ZHX2	-	TF	Homeobox
ENSG00000179528	85474	LBX2	-	TF	Homeobox
ENSG00000180053	137814	NKX2-6	-	TF	Homeobox
ENSG00000180318	8092	ALX1	-	TF	Homeobox
ENSG00000180613	170825	GSX2	-	TF	Homeobox
ENSG00000180806	3225	HOXC9	-	TF	Homeobox
ENSG00000180818	3226	HOXC10	-	TF	Homeobox
ENSG00000182742	3214	HOXB4	-	TF	Homeobox
ENSG00000183072	1482	NKX2-5	-	TF	Homeobox
ENSG00000184302	4990	SIX6	-	TF	Homeobox
ENSG00000185155	83881	MIXL1	-	TF	Homeobox
ENSG00000185610	440097	DBX2	-	TF	Homeobox
ENSG00000185630	5087	PBX1	-	TF	Homeobox
ENSG00000185960	6473	SHOX	-	TF	Homeobox
ENSG00000186103	503582	ARGFX	-	TF	Homeobox
ENSG00000188620	340784	HMX3	-	TF	Homeobox
ENSG00000188816	3167	HMX2	-	TF	Homeobox
ENSG00000188909	390259	BSX	-	TF	Homeobox
ENSG00000197576	3201	HOXA4	-	TF	Homeobox
ENSG00000197587	127343	DMBX1	-	TF	Homeobox
ENSG00000197757	3223	HOXC6	-	TF	Homeobox
ENSG00000198353	3221	HOXC4	-	TF	Homeobox
ENSG00000203989	727940	RHOXF2B	-	TF	Homeobox
ENSG00000204304	5089	PBX2	-	TF	Homeobox
ENSG00000204527	503835	DUXA	-	TF	Homeobox
ENSG00000204595	503834	DPRX	-	TF	Homeobox
ENSG00000206315	-	-	-	TF	Homeobox
ENSG00000213921	342900	LEUTX	-	TF	Homeobox
ENSG00000214325	-	-	-	TF	Homeobox
ENSG00000214513	344022	NOTO	-	TF	Homeobox
ENSG00000215271	57594	HOMEZ	-	TF	Homeobox
ENSG00000215612	3166	HMX1	-	TF	Homeobox
ENSG00000224952	-	-	-	TF	Homeobox
ENSG00000225987	-	-	-	TF	Homeobox
ENSG00000227059	-	-	-	TF	Homeobox
ENSG00000227476	653545	DUX4L5	-	TF	Homeobox
ENSG00000227904	728410	DUX4L2	-	TF	Homeobox
ENSG00000228114	653548	DUX4L3	-	TF	Homeobox
ENSG00000228188	653544	DUX4L6	-	TF	Homeobox
ENSG00000232005	-	-	-	TF	Homeobox
ENSG00000235608	54729	NKX1-1	-	TF	Homeobox
ENSG00000236353	-	-	-	TF	Homeobox
ENSG00000237344	-	-	-	TF	Homeobox
ENSG00000253293	-	-	-	TF	Homeobox
ENSG00000135100	6927	HNF1A	-	TF	Homeobox
ENSG00000025156	-	-	-	TF	HSF
ENSG00000102878	3299	HSF4	-	TF	HSF
ENSG00000169953	159119	HSFY2	-	TF	HSF
ENSG00000171116	51402	HSFX1	-	TF	HSF
ENSG00000171129	100130086	HSFX2	-	TF	HSF
ENSG00000172468	86614	HSFY1	-	TF	HSF
ENSG00000176160	-	-	-	TF	HSF
ENSG00000185122	3297	HSF1	-	TF	HSF
ENSG00000178177	254251	LCORL	-	TF	HTH
ENSG00000196233	84458	LCOR	-	TF	HTH
ENSG00000117595	3664	IRF6	-	TF	IRF
ENSG00000125347	3659	IRF1	-	TF	IRF
ENSG00000126456	3661	IRF3	-	TF	IRF
ENSG00000128604	3663	IRF5	-	TF	IRF
ENSG00000137265	3662	IRF4	-	TF	IRF
ENSG00000140968	3394	IRF8	-	TF	IRF
ENSG00000168310	3660	IRF2	-	TF	IRF
ENSG00000185507	3665	IRF7	-	TF	IRF
ENSG00000213928	10379	IRF9	-	TF	IRF
ENSG00000071655	53615	MBD3	-	TF	MBD
ENSG00000123636	29994	BAZ2B	-	TF	MBD
ENSG00000129071	8930	MBD4	-	TF	MBD
ENSG00000136169	83852	SETDB2	-	TF	MBD
ENSG00000141644	4152	MBD1	-	TF	MBD
ENSG00000169057	4204	MECP2	-	TF	MBD
ENSG00000143379	9869	SETDB1	-	TF	MBD
ENSG00000134046	8932	MBD2	-	TF	MBD
ENSG00000076108	11176	BAZ2A	-	TF	MBD
ENSG00000101665	4092	SMAD7	-	TF	MH1
ENSG00000113658	4090	SMAD5	-	TF	MH1
ENSG00000120693	4093	SMAD9	-	TF	MH1
ENSG00000137834	4091	SMAD6	-	TF	MH1
ENSG00000141646	4089	SMAD4	-	TF	MH1
ENSG00000166949	4088	SMAD3	-	TF	MH1
ENSG00000170365	4086	SMAD1	-	TF	MH1
ENSG00000175387	4087	SMAD2	-	TF	MH1
ENSG00000036549	26009	ZZZ3	-	TF	MYB
ENSG00000089902	23186	RCOR1	-	TF	MYB
ENSG00000096401	988	CDC5L	-	TF	MYB
ENSG00000101057	4605	MYBL2	-	TF	MYB
ENSG00000105821	27000	DNAJC2	-	TF	MYB
ENSG00000108264	6871	TADA2A	-	TF	MYB
ENSG00000117625	55758	RCOR3	-	TF	MYB
ENSG00000118513	4602	MYB	-	TF	MYB
ENSG00000132604	7014	TERF2	-	TF	MYB
ENSG00000135164	9988	DMTF1	-	TF	MYB
ENSG00000136770	64215	DNAJC1	-	TF	MYB
ENSG00000141027	9611	NCOR1	-	TF	MYB
ENSG00000147601	7013	TERF1	-	TF	MYB
ENSG00000155545	166968	MIER3	-	TF	MYB
ENSG00000162601	114803	MYSM1	-	TF	MYB
ENSG00000165684	6621	SNAPC4	-	TF	MYB
ENSG00000167771	283248	RCOR2	-	TF	MYB
ENSG00000173011	93624	TADA2B	-	TF	MYB
ENSG00000185697	4603	MYBL1	-	TF	MYB
ENSG00000187589	646359	TERF1P2	-	TF	MYB
ENSG00000196498	9612	NCOR2	-	TF	MYB
ENSG00000249961	283847	CCDC79	-	TF	MYB
ENSG00000173473	6599	SMARCC1	-	TF	MYB
ENSG00000139613	6601	SMARCC2	-	TF	MYB
ENSG00000125482	7270	TTF1	-	TF	MYB
ENSG00000124920	745	C11orf9	-	TF	NDT80/PhoG
ENSG00000001167	4800	NFYA	-	TF	NF-YA
ENSG00000066136	4802	NFYC	-	TF	NF-YB/C
ENSG00000120837	4801	NFYB	-	TF	NF-YB/C
ENSG00000106459	4899	NRF1	-	TF	Nrf1
ENSG00000119508	8013	NR4A3	-	TF	Nuclear_orphan_receptor
ENSG00000123358	3164	NR4A1	-	TF	Nuclear_orphan_receptor
ENSG00000153234	4929	NR4A2	-	TF	Nuclear_orphan_receptor
ENSG00000091831	2099	ESR1	-	TF	Oestrogen_receptor
ENSG00000131910	8431	NR0B2	-	TF	Other_nuclear_receptor
ENSG00000169297	190	NR0B1	-	TF	Other_nuclear_receptor
ENSG00000138073	10113	PREB	-	TF	Others
ENSG00000145088	55840	EAF2	-	TF	Others
ENSG00000164299	84654	SPZ1	-	TF	Others
ENSG00000073282	8626	TP63	-	TF	P53
ENSG00000078900	7161	TP73	-	TF	P53
ENSG00000141510	7157	TP53	-	TF	P53
ENSG00000007372	5080	PAX6	-	TF	PAX
ENSG00000009709	5081	PAX7	-	TF	PAX
ENSG00000075891	5076	PAX2	-	TF	PAX
ENSG00000106331	5078	PAX4	-	TF	PAX
ENSG00000125618	7849	PAX8	-	TF	PAX
ENSG00000125813	5075	PAX1	-	TF	PAX
ENSG00000135903	5077	PAX3	-	TF	PAX
ENSG00000196092	5079	PAX5	-	TF	PAX
ENSG00000198807	5083	PAX9	-	TF	PAX
ENSG00000113387	10923	SUB1	-	TF	PC4
ENSG00000028277	5452	POU2F2	-	TF	POU
ENSG00000064835	5449	POU1F1	-	TF	POU
ENSG00000091010	5459	POU4F3	-	TF	POU
ENSG00000106536	11281	POU6F2	-	TF	POU
ENSG00000137709	25833	POU2F3	-	TF	POU
ENSG00000143190	5451	POU2F1	-	TF	POU
ENSG00000151615	5458	POU4F2	-	TF	POU
ENSG00000152192	5457	POU4F1	-	TF	POU
ENSG00000184271	5463	POU6F1	-	TF	POU
ENSG00000184486	5454	POU3F2	-	TF	POU
ENSG00000185668	5453	POU3F1	-	TF	POU
ENSG00000196767	5456	POU3F4	-	TF	POU
ENSG00000198914	5455	POU3F3	-	TF	POU
ENSG00000204531	5460	POU5F1	-	TF	POU
ENSG00000206454	-	-	-	TF	POU
ENSG00000212993	5462	POU5F1B	-	TF	POU
ENSG00000229094	-	-	-	TF	POU
ENSG00000230336	-	-	-	TF	POU
ENSG00000233911	-	-	-	TF	POU
ENSG00000235068	-	-	-	TF	POU
ENSG00000237582	-	-	-	TF	POU
ENSG00000112033	5467	PPARD	-	TF	PPAR_receptor
ENSG00000132170	5468	PPARG	-	TF	PPAR_receptor
ENSG00000186951	5465	PPARA	-	TF	PPAR_receptor
ENSG00000082175	5241	PGR	-	TF	Progesterone_receptor
ENSG00000117707	5629	PROX1	-	TF	Prox1
ENSG00000119608	283571	PROX2	-	TF	Prox1
ENSG00000112333	7101	NR2E1	-	TF	Retinoic_acid_receptor
ENSG00000116833	2494	NR5A2	-	TF	Retinoic_acid_receptor
ENSG00000120798	7181	NR2C1	-	TF	Retinoic_acid_receptor
ENSG00000136931	2516	NR5A1	-	TF	Retinoic_acid_receptor
ENSG00000148200	2649	NR6A1	-	TF	Retinoic_acid_receptor
ENSG00000173153	2101	ESRRA	-	TF	Retinoic_acid_receptor
ENSG00000177463	7182	NR2C2	-	TF	Retinoic_acid_receptor
ENSG00000080298	5991	RFX3	-	TF	RFX
ENSG00000087903	5990	RFX2	-	TF	RFX
ENSG00000111783	5992	RFX4	-	TF	RFX
ENSG00000132005	5989	RFX1	-	TF	RFX
ENSG00000143390	5993	RFX5	-	TF	RFX
ENSG00000181827	64864	RFX7	-	TF	RFX
ENSG00000185002	222546	RFX6	-	TF	RFX
ENSG00000196460	731220	RFX8	-	TF	RFX
ENSG00000072736	4775	NFATC3	-	TF	RHD
ENSG00000077150	4791	NFKB2	-	TF	RHD
ENSG00000100968	4776	NFATC4	-	TF	RHD
ENSG00000101096	4773	NFATC2	-	TF	RHD
ENSG00000102908	10725	NFAT5	-	TF	RHD
ENSG00000104856	5971	RELB	-	TF	RHD
ENSG00000109320	4790	NFKB1	-	TF	RHD
ENSG00000131196	4772	NFATC1	-	TF	RHD
ENSG00000162924	5966	REL	-	TF	RHD
ENSG00000173039	5970	RELA	-	TF	RHD
ENSG00000069667	6095	RORA	-	TF	ROR_receptor
ENSG00000143365	6097	RORC	-	TF	ROR_receptor
ENSG00000174738	9975	NR1D2	-	TF	ROR_receptor
ENSG00000198963	6096	RORB	-	TF	ROR_receptor
ENSG00000020633	864	RUNX3	-	TF	Runt
ENSG00000124813	-	-	-	TF	Runt
ENSG00000159216	861	RUNX1	-	TF	Runt
ENSG00000067066	6672	SP100	-	TF	SAND
ENSG00000079263	11262	SP140	-	TF	SAND
ENSG00000101216	26205	GMEB2	-	TF	SAND
ENSG00000135899	3431	SP110	-	TF	SAND
ENSG00000160224	326	AIRE	-	TF	SAND
ENSG00000162419	10691	GMEB1	-	TF	SAND
ENSG00000177030	10522	DEAF1	-	TF	SAND
ENSG00000185404	93349	SP140L	-	TF	SAND
ENSG00000064489	4207	LOC729991-MEF2B	-	TF	SRF
ENSG00000068305	4205	MEF2A	-	TF	SRF
ENSG00000081189	-	-	-	TF	SRF
ENSG00000112658	6722	SRF	-	TF	SRF
ENSG00000116604	4209	MEF2D	-	TF	SRF
ENSG00000213999	100271849	MEF2B	-	TF	SRF
ENSG00000115415	6772	STAT1	-	TF	STAT
ENSG00000126561	6776	STAT5A	-	TF	STAT
ENSG00000138378	6775	STAT4	-	TF	STAT
ENSG00000166888	6778	STAT6	-	TF	STAT
ENSG00000168610	6774	STAT3	-	TF	STAT
ENSG00000170581	6773	STAT2	-	TF	STAT
ENSG00000173757	6777	STAT5B	-	TF	STAT
ENSG00000073861	30009	TBX21	-	TF	T-box
ENSG00000089225	6910	TBX5	-	TF	T-box
ENSG00000092607	6913	TBX15	-	TF	T-box
ENSG00000112837	9096	TBX18	-	TF	T-box
ENSG00000121068	6909	TBX2	-	TF	T-box
ENSG00000121075	9496	TBX4	-	TF	T-box
ENSG00000122145	50945	TBX22	-	TF	T-box
ENSG00000135111	6926	TBX3	-	TF	T-box
ENSG00000136535	10716	TBR1	-	TF	T-box
ENSG00000143178	9095	TBX19	-	TF	T-box
ENSG00000149922	6911	TBX6	-	TF	T-box
ENSG00000163508	8320	EOMES	-	TF	T-box
ENSG00000164458	6862	T	-	TF	T-box
ENSG00000164532	57057	TBX20	-	TF	T-box
ENSG00000167800	347853	TBX10	-	TF	T-box
ENSG00000174197	23269	MGA	-	TF	T-box
ENSG00000184058	6899	TBX1	-	TF	T-box
ENSG00000007866	7005	TEAD3	-	TF	TEA
ENSG00000074219	8463	TEAD2	-	TF	TEA
ENSG00000187079	7003	TEAD1	-	TF	TEA
ENSG00000197905	7004	TEAD4	-	TF	TEA
ENSG00000111269	1389	CREBL2	-	TF	TF_bZIP
ENSG00000050344	9603	NFE2L3	-	TF	TF_bZIP
ENSG00000060566	84699	CREB3L3	-	TF	TF_bZIP
ENSG00000075426	2355	FOSL2	-	TF	TF_bZIP
ENSG00000082641	4779	NFE2L1	-	TF	TF_bZIP
ENSG00000095794	1390	CREM	-	TF	TF_bZIP
ENSG00000105516	1628	DBP	-	TF	TF_bZIP
ENSG00000107175	10488	CREB3	-	TF	TF_bZIP
ENSG00000108924	3131	HLF	-	TF	TF_bZIP
ENSG00000112182	60468	BACH2	-	TF	TF_bZIP
ENSG00000115966	1386	ATF2	-	TF	TF_bZIP
ENSG00000116044	4780	NFE2L2	-	TF	TF_bZIP
ENSG00000118217	22926	ATF6	-	TF	TF_bZIP
ENSG00000118260	1385	CREB1	-	TF	TF_bZIP
ENSG00000123268	466	ATF1	-	TF	TF_bZIP
ENSG00000123405	4778	NFE2	-	TF	TF_bZIP
ENSG00000125740	2354	FOSB	-	TF	TF_bZIP
ENSG00000128272	468	ATF4	-	TF	TF_bZIP
ENSG00000129535	4901	NRL	-	TF	TF_bZIP
